
Name	Description	Flags
snd_spatialize_lerp 0.000000		archive release
snd_steamaudio_active_hrtf 0	Index of active HRTF.	developmentonly
snd_steamaudio_default_hrtf_volume_gain 0.000000	Adjust overall volume of the default HRTF by the specified gain (dB).	developmentonly
snd_steamaudio_dynamicpathing_max_samples 16		developmentonly gamedll clientdll replicated defensive
snd_steamaudio_enable_custom_hrtf false	Enable custom HRTF loading.	developmentonly defensive
snd_steamaudio_enable_pathing true	This variable is checked by soundstack to globally enabling pathing for audio processing.	cheat
snd_steamaudio_enable_perspective_correction true	Enable perspective correction for 3D audio.	archive release
snd_steamaudio_enable_probeneighborhood_caching true	Enable caching listener probe neighborhood for pathing.	developmentonly defensive
snd_steamaudio_enable_reverb 0.000000	Enable Steam Audio Reverb processor.	release
snd_steamaudio_enable_reverb_probe_caching_for_missing_probes true	Continue using previous prrobes if probe lookup for reverb fails.	developmentonly defensive
snd_steamaudio_hybrid_reverb_overlap 0.250000	Set the overlap fraction (0 to 1) for hybrid reverb.	developmentonly defensive
snd_steamaudio_hybrid_reverb_transition_time 1.000000	Set the transition time (in seconds) between convolution and parametric reverb.	developmentonly defensive
snd_steamaudio_invalid_path_length 0.000000	Path length of invalid path in inches. Set this to .0 to use direct distance as path length.	developmentonly defensive
snd_steamaudio_ir_duration 2.000000	The time delay between a sound being emitted and the last audible reflection in Steam Audio.	cheat
snd_steamaudio_load_pathing_data true	If set, baked pathing data is loaded. Steam Audio Hammer entities can successfully use pathing in this case.	developmentonly defensive
snd_steamaudio_load_reverb_data true	If set, baked reverb data is loaded. Reset it to zero during an format changes of baked data until all data is updated.	developmentonly defensive
snd_steamaudio_max_convolution_sources 4	The maximum number of simultaneous sources that can be modeled by Steam Audio.	cheat
snd_steamaudio_max_hrtf_normalization_gain_db 6.000000	Maximum gain any HRTF could have during volume normalization.	developmentonly defensive
snd_steamaudio_max_occlusion_samples 64	The maximum number of rays that can be traced for volumetric occlusion by Steam Audio.	cheat
snd_steamaudio_max_probes_customdata 4294967295	Maximum number of probes to create when baking custom data.	developmentonly defensive
snd_steamaudio_max_probes_pathing 4294967295	Maximum number of probes to create when baking paths.	developmentonly defensive
snd_steamaudio_max_probes_reverb 4294967295	Maximum number of probes to create when baking reverb.	developmentonly defensive
snd_steamaudio_normalize_default_hrtf_volume true	Normalize volume of default HRTF dataset across all directions.	developmentonly
snd_steamaudio_num_bounces 128	The maximum number of times any ray can bounce when using Steam Audio.	cheat
snd_steamaudio_num_diffuse_samples 2048	The number of directions considered for ray bounce by Steam Audio.	cheat
snd_steamaudio_num_rays 65536	The number of rays to trace for reflection modeling by Steam Audio.	cheat
snd_steamaudio_num_threads 2	Sets the number of threads used for realtime reflection by Steam Audio.	cheat
snd_steamaudio_pathing_caching_threshold 5.000000		developmentonly gamedll clientdll replicated defensive
snd_steamaudio_pathing_enable_caching true		developmentonly gamedll clientdll replicated defensive
snd_steamaudio_pathing_enable_source_probe_interp false	If set, all the probes near a source withing probe range are used to find paths instead of nearest probe.	developmentonly defensive
snd_steamaudio_pathing_order 1	The amount of directional detail in the simulated by Steam Audio.	cheat
snd_steamaudio_pathing_order_rendering 1	The amount of directional detail in the rendered audio by Steam Audio.	cheat
snd_steamaudio_perspective_correction_factor 1.000000	Perspective correction factor, ratio of screen size and view depth from screen, for 3D audio.	developmentonly defensive
snd_steamaudio_perspective_correction_front_only true	Use perspective correction for 3D audio only in the frontal directions.	developmentonly
snd_steamaudio_reverb_level_db -3.000000	Adjust overall volume (dB) of the output from Steam Audio Reverb processor.	release
snd_steamaudio_reverb_order 1	Ambisonics order to use for simulating reverb.	developmentonly defensive
snd_steamaudio_reverb_order_rendering 1	Ambisonics order to use for convolution reverb. 0th order = 1 channel, 1st order = 4 channels.	developmentonly defensive
snd_steamaudio_reverb_update_rate 30.000000	Set the maximum update rate (in Hz) for reverb.	developmentonly defensive
snd_steamaudio_source_pathing_debug false	Enable path visualization for steam_audio_source operator.	archive
snd_steamaudio_source_pathing_debug_duration 0.010000	Duration for which path remains visible. Should be close to update rate of the sound operator stack.	developmentonly defensive
snd_steamaudio_source_pathing_enable_validation false	Enable real-time pathing validation against dynamic geometry.	developmentonly defensive
snd_tensecondwarning_volume 0.040000	Volume of Ten Second Warnings
Min: 0.000000
Max: 1.000000	clientdll archive release
snd_toolvolume 1.000000	Volume of sounds in tools (e.g. Hammer, SFM)
Min: 0.000000
Max: 1.000000	archive
snd_ui_positional false		developmentonly cheat
snd_ui_spatialization_spread 1.000000		developmentonly cheat
snd_use_baked_occlusion 0.000000		replicated cheat release
snd_vmix_override_mix_decay_time -1.000000	If set > 0, overrides how long the decay time is on all mix graphs (in seconds).	cheat
snd_vmix_show_input_updates false	If set to 1, show all incoming updates to vmix inputs.	cheat
snd_voipvolume 1.000000	Voice volume
Min: 0.000000
Max: 2.000000	archive missing1
snd_vol_arms_race 1.000000		developmentonly clientdll archive
snd_vol_casual 1.000000		developmentonly clientdll archive
snd_vol_competitive 1.000000		developmentonly clientdll archive
snd_vol_deathmatch 1.000000		developmentonly clientdll archive
snd_vol_per_game_mode true		developmentonly clientdll archive
snd_vol_spectator 1.000000		developmentonly clientdll archive
snd_vol_warmup 1.000000		developmentonly clientdll archive
sos_debug_emit false		developmentonly gamedll clientdll replicated defensive
sound_device_override	ID of the sound device to use	archive release
soundevent_check_networked_entity false		developmentonly gamedll
soundpatch_captionlength 2.000000	How long looping soundpatch captions should display for.	developmentonly gamedll clientdll replicated defensive
soundscape_debug false	When on, draws lines to all env_soundscape entities. Green lines show the active soundscape, red lines show soundscapes that aren't in range, and white lines show soundscapes that are in range, but not the active soundscape.	gamedll cheat
soundscape_fadetime 3.000000	Time to crossfade sound effects between soundscapes	clientdll cheat
soundscape_message false		developmentonly clientdll defensive
soundscape_radius_debug false	Prints current volume of radius sounds	clientdll cheat
soundscape_update_include_bots false	Enable to calculate soundscape audio params for bots.	developmentonly gamedll cheat
soundsystem_device_used	Sound device in use (changing this does not change the soundsystem).	developmentonly defensive
soundsystem_update_async true		developmentonly defensive
sparseshadowtree_copy_to_shadow_atlas_ps true	Copy layer from CS output to shadow atlas uses PS copy (vs CopyTexture).	developmentonly clientdll
sparseshadowtree_cs_debug_colors false	Output debug colors for SST CS.	developmentonly clientdll
sparseshadowtree_cs_exclude_next_cascade_region true	Exclude the inner region of a cascade during CS unpack if there is a higher resolution cascade that will cover that area.	developmentonly clientdll
sparseshadowtree_cs_unpack_mode 1	Unpack mode in cs, 0 - one leaf per thread (16 output pixels), 1 (default) - one leaf row per thread (4 output pixels), 2 - one pixel out per thread.
Min: 0
Max: 2	developmentonly clientdll
sparseshadowtree_debug_tile_range_xmax 72	SST Tile range for renderdoc/debug capturing.	developmentonly clientdll
sparseshadowtree_debug_tile_range_xmin 71	SST Tile range for renderdoc/debug capturing.	developmentonly clientdll
sparseshadowtree_debug_tile_range_ymax 81	SST Tile range for renderdoc/debug capturing.	developmentonly clientdll
sparseshadowtree_debug_tile_range_ymin 80	SST Tile range for renderdoc/debug capturing.	developmentonly clientdll
sparseshadowtree_disable_for_viewmodel false	Disable SST generation and runtime for viewmodel (use original CSM rendering).	developmentonly clientdll
sparseshadowtree_enable_rendering true	Enable use of SST at runtime (static geo rendered into cascades via SST).	developmentonly clientdll
sparseshadowtree_leaf_compress_scaleoffset true	Compress leaf node depths using scale & offset.	developmentonly clientdll
sparseshadowtree_leaf_precision 0.000004	precision for depth compression at SST leaf nodes.	developmentonly clientdll
sparseshadowtree_leaf_precision_viewmodel 0.000500	(viewmodel) precision for depth compression at SST leaf nodes.	developmentonly clientdll
sparseshadowtree_parallel_generation 2	Split SST tile generation into threadjobs (0 - disabled, 1 - wait on readpixels for job batch, 2 - async readpixels).	developmentonly clientdll
sparseshadowtree_plane_incr_per_step 0.000010	depth to increment candidate plane values per iteration to satisfy selection.	developmentonly clientdll
sparseshadowtree_plane_incr_per_step_viewmodel 0.002500	(viewmodel) depth to increment candidate plane values per iteration to satisfy selection.	developmentonly clientdll
sparseshadowtree_plane_max_error 0.000040	max error (distance away in depth) candidate plane is allowed before rejecting.	developmentonly clientdll
sparseshadowtree_plane_max_error_viewmodel 0.010000	(viewmodel) max error (distance away in depth) candidate plane is allowed before rejecting.	developmentonly clientdll
sparseshadowtree_plane_num_iter 5	number of steps to push candidate plane behind depths.	developmentonly clientdll
sparseshadowtree_render_cables false	Render cables into SST.	developmentonly clientdll
sparseshadowtree_renderdoc_capture_generation false	Capture dual shadow maps during sparseshadowtree generation.	developmentonly clientdll
sparseshadowtree_unpack_direct_to_shadow_atlas false	unpack SST directly into shadow atlas cascade vs via staging texture PS copy (NOTE - rendersystem fix reqd for AMD + driver fix required for NV + VK only.	developmentonly clientdll
sparseshadowtree_uv_frac_offset_x 0.000000	uv x offset during copy to cascade.	developmentonly clientdll
sparseshadowtree_uv_frac_offset_y 0.000000	uv y offset during copy to cascade.	developmentonly clientdll
sparseshadowtree_viewmodel_uses_cascade0 false	Re-use cascade 0 SST for viewmodel to save on the significant extra memory. Flipping this invalidates generated SSTs if viewmodel SST not already generated.	developmentonly clientdll
spawngroup_ignore_timeouts false		developmentonly defensive
speaker_config -1	
Min: -1
Max: -1	archive
spec_autodirector false	Auto-director chooses best view modes while spectating	clientdll clientcmd_can_execute
spec_autodirector_cameraman -1		developmentonly clientdll
spec_centerchasecam false	Looks at the target player's center, instead of his eye position, in chase came mode	clientdll archive
spec_chasedistance 96.000000	Chase cam's ideal distance from target
Min: 16.000000
Max: 296.000000	developmentonly clientdll defensive
spec_chasedistancespeed 144.000000	Chase cam's ideal distance from target
Min: 48.000000	developmentonly clientdll defensive
spec_death_panel_replay_position 0.750000		developmentonly clientdll defensive
spec_freeze_deathanim_time 0.800000	The time that the death cam will spend watching the player's ragdoll before going into the freeze death cam.	gamedll clientdll replicated release
spec_freeze_time 3.000000	Time spend frozen in observer freeze cam.	gamedll clientdll replicated release commandline_enforced
spec_freeze_time_lock 1.000000	Time players are prevented from skipping the freeze cam	gamedll clientdll replicated release
spec_freeze_traveltime 0.300000	Time taken to zoom in to frame a target in observer freeze cam.	gamedll clientdll replicated release
spec_glow_decay_time 2.000000	Time to decay glow from 1.0 to spec_glow_silent_factor after spec_glow_full_time.
Min: 0.000000	clientdll release
spec_glow_full_time 1.000000	Noisy players stay at full brightness for this long.
Min: 0.000000	clientdll release
spec_glow_silent_factor 0.400000	Lurking player xray glow scaling.
Min: 0.000000
Max: 1.000000	clientdll release
spec_glow_spike_factor 1.200000	Noisy player xray glow scaling (pop when noise is made). Make >1 to add a 'spike' to noise-making players
Min: 1.000000
Max: 3.000000	clientdll release
spec_glow_spike_time 0.000000	Time for noisy player glow 'spike' to show that they made noise very recently.
Min: 0.000000	clientdll release
spec_lock_to_accountid	As an observer, lock the spectator target to the given accountid.	developmentonly clientdll
spec_replay_autostart true	Auto-start Killer Replay when available	clientdll archive
spec_replay_bot false	Enable Spectator Hltv Replay when killed by bot	gamedll release
spec_replay_cache_ragdolls true	when set to 0, ragdolls will settle dynamically before and after Killer Replay	developmentonly clientdll defensive
spec_replay_colorcorrection 0.500000	Amount of color correction in deathcam replay	developmentonly clientdll defensive
spec_replay_enable 0	Enable Killer Replay, requires hltv server running (0:off, 1:default, 2:force)
Min: 0
Max: 0	replicated release commandline_enforced
spec_replay_fadein 0.750000	Amount of time in seconds it takes to visually fade into replay, or into real-time after replay	developmentonly clientdll defensive
spec_replay_fadeout 0.750000	Amount of time in seconds it takes to visually fade out of replay, or out of real-time before replay	developmentonly clientdll defensive
spec_replay_fullframe true	Send full frame on every hltv replay transition	developmentonly defensive
spec_replay_leadup_time 5.343800	Replay time in seconds before the highlighted event	replicated release
spec_replay_message_time 9.500000	How long to show the message about Killer Replay after death. The best setting is a bit shorter than spec_replay_autostart_delay + spec_replay_leadup_time + spec_replay_winddown_time	replicated release
spec_replay_on_death false	When > 0, sets the mode whereas players see delayed replay, and are segregated into a domain of chat and voice separate from the alive players	replicated release
spec_replay_others_experimental false	Replay the last death of the round, if possible. Disabled on official servers by default. Experimental.	developmentonly clientdll defensive
spec_replay_outline 1	Enable outline selecting victim in hltv replay: 0 - none; 1 - ouline YOU; 2 - outline YOU, with red ragdoll outline; 3 - normal spectator outlines	developmentonly clientdll defensive
spec_replay_rate_base 1.000000	Base time scale of Killer Replay.Experimental.	replicated release
spec_replay_rate_limit 3.000000	Minimum allowable pause between replay requests in seconds	replicated release
spec_replay_rate_slowdown 1.000000	The part of Killer Replay right before death is played at this rate	developmentonly clientdll defensive
spec_replay_rate_slowdown_length 0.500000	The part of Killer Replay right before death is played at this rate	developmentonly clientdll defensive
spec_replay_review_sound true	When set to non-0, a sound effect is played during Killer Replay	developmentonly clientdll defensive
spec_replay_round_delay 0.000000	Round can be delayed by this much due to someone watching a replay; must be at least 3-4 seconds, otherwise the last replay will always be interrupted by round start, assuming normal pause between round_end and round_start events (7 seconds) and freezecam delay (2 seconds) and 7.4 second full replay (5.4 second pre-death and ~2 seconds post-death) and replay in/out switching (up to a second)	gamedll release
spec_replay_sound_fadein 0.050000	Amount of time in seconds it takes to fade in the audio before or after replay	developmentonly clientdll defensive
spec_replay_sound_fadeout 0.000000	Amount of time in seconds it takes to fade out the audio before or after replay	developmentonly clientdll defensive
spec_replay_victim_pov false	Killer Replay - replay from victim's point of view (1); the default is killer's (0). Experimental.	developmentonly clientdll defensive
spec_replay_winddown_time 2.000000	The trailing time, in seconds, of replay past the event, including fade-out	gamedll release
spec_show_xray 1	If set to 1, you can see player outlines and name IDs through walls - who you can see depends on your team and mode	clientdll archive release
spec_track 0	Tracks an entity in spec mode	developmentonly clientdll defensive
spec_usenumberkeys_nobinds true	If set to 1, map voting and spectator view use the raw number keys instead of the weapon binds (slot1, slot2, etc).	clientdll archive
splitscreen_mode 0		archive cheat
ss_mimic 0	Split screen users mimic base player's CUserCmds	developmentonly clientdll cheat
ss_voice_hearpartner false	Route voice between splitscreen players on same system.	developmentonly defensive
stats_collect_gpu false	While doing stats_display, collect GPU perf counters. Used for stats_print_gpu.	developmentonly defensive
stats_display 0	Displays perf statistics information	developmentonly defensive
stats_highlight_interval 10.000000	Interval between hightlight screens in the transition stats panel	developmentonly clientdll defensive
steam_controller_haptics true		clientdll release
steamworks_sessionid_client 0	The client session ID for the new steamworks gamestats.	clientdll hidden userinfo
steamworks_sessionid_lifetime_client 0	The full client session ID for the new steamworks gamestats.	developmentonly clientdll hidden defensive
steamworks_sessionid_server 0	The server session ID for the new steamworks gamestats.	developmentonly gamedll clientdll hidden replicated defensive
sticky_tooltips false	Don't ever hide tooltips. Helpful when debugging complicated tooltip layouts.	developmentonly clientdll hidden defensive
suspicious_hit_odds_threshold 0.010000		gamedll release
suspicious_hit_player_radius 8.000000		gamedll release
suspicious_hit_strategy 0	What to do about suspicious hits. 0: Nothing. 1: Skip the bullet. 2: Skip the bullet and re-roll a new bullet.	gamedll release
sv_accelerate 5.500000		gamedll clientdll notify replicated release
sv_accelerate_debug_speed false		gamedll clientdll notify replicated release
sv_accelerate_use_weapon_speed true		gamedll clientdll notify replicated release
sv_ag2_low_skel_lod false		developmentonly gamedll defensive
sv_air_max_wishspeed 30.000000		gamedll clientdll replicated release
sv_airaccelerate 12.000000		gamedll clientdll notify replicated release
sv_allchat true	Players can receive all other players' text chat, no death restrictions	gamedll notify release
sv_allow_annotations false	Allow clients to use the annotation system on the server.	gamedll clientdll replicated release commandline_enforced
sv_allow_ground_weapon_pickup true		developmentonly gamedll clientdll replicated
sv_allow_switching_weapon_handedness true		developmentonly gamedll clientdll replicated
sv_allow_votes true	Allow voting?	gamedll release commandline_enforced
sv_alltalk false	Players can hear all other players' voice communication, no team restrictions	gamedll notify release commandline_enforced
sv_auto_adjust_bot_difficulty true	Adjust the difficulty of bots each round based on contribution score.	gamedll release commandline_enforced
sv_auto_cstrafe_attempt_window 1	The length of the window of trailing counter-strafe attempts considered during input automation detection.
Min: 1
Max: 1000	gamedll release
sv_auto_cstrafe_kick false	Whether or not to kick players when counter-strafe input automation is detected.	gamedll release
sv_auto_cstrafe_logging 0	0: never, 1: every time counter-strafe input automation is detected, 2: every counter-strafe
Min: 0
Max: 2	gamedll release
sv_auto_cstrafe_lower_overlap_pct_threshold 0.000000	The percentage of overlapping attempts in the attempt window below which input automation detection is triggered at the success threshold.
Min: 0.000000
Max: 100.000000	gamedll release
sv_auto_cstrafe_min_attempts 1	The minimum number of counter-strafe attempts required for input automation detection. The player must be moving more than 135.2 units/s for their counter-strafe to be considered an attempt. An attempt is either considered a success (counter-strafing took place within a single tick), an overlap (both directions were held for 1+ ticks) or an underlap (neither direction was held for 1+ ticks).
Min: 1
Max: 1000	gamedll release
sv_auto_cstrafe_sequence_length 1	The length of sequential counter-strafe attempts evaluated relative to the success threshold. Input automation detection considers the best sequence within the larger attempt window.
Min: 1
Max: 1000	gamedll release
sv_auto_cstrafe_success_threshold 1	The minimum number of successful counter-strafes within a best sequence that will trigger input automation detection. The number of successes that trigger input automation detection is interpolated between the success threshold and a 'perfect' sequence (all counter-strafes in a sequence are successes), depending on the player's percentage of overlapping counter-strafe attempts.
Min: 1
Max: 1000	gamedll release
sv_auto_cstrafe_upper_overlap_pct_threshold 0.000000	The percentage of overlapping attempts in the attempt window below which input automation detection is triggered when all counter-strafes in a sequence are successes.
Min: 0.000000
Max: 100.000000	gamedll release
sv_auto_full_alltalk_during_warmup_half_end true	When enabled will automatically turn on full all talk mode in warmup, at halftime and at the end of the match	gamedll release commandline_enforced
sv_autobunnyhopping false	Players automatically re-jump while holding jump button	gamedll clientdll replicated release commandline_enforced
sv_autobuyammo false	Enable automatic ammo purchase when inside buy zones during buy periods	gamedll clientdll notify replicated release commandline_enforced
sv_autoexec_mapname_cfg false	Execute a mapname cfg file on the server automatically in custom game modes that require it.	gamedll release
sv_autosave true	Set to 1 to autosave game on level transition. Does not affect autosave triggers.	developmentonly gamedll replicated defensive
sv_backspeed 0.600000	How much to slow down backwards motion	developmentonly gamedll clientdll replicated
sv_banid_dev_enabled false		developmentonly defensive
sv_banid_enabled true	Whether server supports banid command	release
sv_bot_buy_decoy_weight 1.000000	Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
Min: 0.000000	gamedll release
sv_bot_buy_flash_weight 1.000000	Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
Min: 0.000000	gamedll release
sv_bot_buy_grenade_chance 33.000000	Chance bots will buy a grenade with leftover money (after prim, sec and armor). Input as percent (0-100.0)
Min: 0.000000
Max: 100.000000	gamedll release commandline_enforced
sv_bot_buy_hegrenade_weight 6.000000	Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
Min: 0.000000	gamedll release
sv_bot_buy_molotov_weight 1.000000	Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
Min: 0.000000	gamedll release
sv_bot_buy_smoke_weight 1.000000	Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
Min: 0.000000	gamedll release
sv_bot_difficulty_kbm 0.000000	Bot difficulty while playing with Keyboard/Mouse device	developmentonly gamedll clientdll hidden replicated defensive
sv_bot_parallel_threat_detection true	Perform bot threat detection in parallel	developmentonly gamedll defensive
sv_bots_get_easier_each_win 0	If > 0, some # of bots will lower thier difficulty each time they win. The argument defines how many will lower their difficulty each time.	gamedll release commandline_enforced
sv_bounce 0.000000	Bounce multiplier for when physically simulated objects collide with other objects.	gamedll clientdll notify replicated release
sv_buy_status_override -1	Override for buy status map info. 0 = everyone can buy, 1 = ct only, 2 = t only 3 = nobody	gamedll replicated release commandline_enforced
sv_buymenu_open_prevents_opportunistic_pickup false		gamedll release
sv_c4_center_of_mass_offset 0.000000	Shifts center-of-mass along z-axis from default	developmentonly gamedll defensive
sv_c4_upright_constraint_damping 0.500000	Controls how much velocity is damped on the constraint. 0 = undamped wobbly spring, 1 = critically damped no wobble fast converge, >1 = over damped	developmentonly gamedll defensive
sv_c4_upright_constraint_enabled true	Use a constraint to keep C4 pointed upright when thrown	developmentonly gamedll defensive
sv_c4_upright_constraint_strength 0.600000	How quickly the constraint converges	developmentonly gamedll defensive
sv_chat_proximity -1.000000		gamedll clientdll replicated release
sv_cheats false	Allow cheats on server	notify replicated release
sv_client_max_interp_ratio 5.000000	This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected).
Min: 0.000000
Max: 19.000000	developmentonly gamedll clientdll replicated defensive
sv_client_min_interp_ratio 0.000000	This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected).
Min: 0.000000
Max: 19.000000	developmentonly gamedll clientdll replicated defensive
sv_clip_penetration_traces_to_players true		developmentonly gamedll clientdll replicated defensive
sv_clockcorrection_msecs 30.000000	The server tries to keep each player's m_nTickBase withing this many msecs of the server absolute tickcount	gamedll release
sv_cluster 0	Data center cluster this server lives in.	release
sv_coaching_enabled false	Allows spectating and communicating with a team ( 'coach t' or 'coach ct' )	developmentonly gamedll clientdll replicated release
sv_competitive_minspec true	Enable to force certain client convars to minimum/maximum values to help prevent competitive advantages.	gamedll clientdll notify replicated release
sv_compute_per_bot_difficulty false	0 = compute all bot difficulties equally, 1 = compute unique bot difficulty for each bot	developmentonly gamedll clientdll replicated
sv_condense_late_buttons true	When condensing late commands. Should we compress multiple moves of button presses into the target move?	developmentonly gamedll defensive
sv_connectionless_legacy_events_allowed false		developmentonly
sv_cq_min_queue 0	Server min buffer size.
Min: 0	developmentonly replicated defensive
sv_cq_trim_bloat_remainder 1	When trimming a bloated CQ, leave at least N more commands than the minimum	gamedll release
sv_cq_trim_bloat_space 0	When trimming a bloated CQ, try to leave room for N more commands to be added. 0 will trim only what is needed to remove the immediate bloat, a very large value will reset the whole queue.	gamedll release
sv_cq_trim_catchup_remainder 1	When trimming an overful CQ due to app 'catchup' request, leave at least N more commands than the minimum	gamedll release
sv_cs_player_speed_has_hostage 200.000000		gamedll clientdll replicated release
sv_csgo_shoot_assert_lagcompensation_error false		developmentonly gamedll clientdll replicated
sv_csgo_shoot_force_full_interp false		developmentonly gamedll clientdll replicated
sv_csgo_shoot_force_use_target_time false		developmentonly gamedll clientdll replicated
sv_csgo_shoot_lagcompensation_max_error 1.000000	Warn if lag compensated head hitbox position doesn't match that on client.	developmentonly gamedll clientdll replicated
sv_csgo_shoot_log false		developmentonly gamedll clientdll replicated
sv_csgo_shoot_log_attack_cmds_only true		developmentonly gamedll clientdll replicated
sv_csgo_shoot_use_full_interp true		developmentonly gamedll clientdll replicated
sv_csgo_shoot_verify false		developmentonly gamedll clientdll replicated
sv_csgo_shoot_verify_on_attack_only true	Only run lag compensation error check when primary attack goes down.	developmentonly gamedll clientdll replicated
sv_damage_prediction_allowed true		gamedll clientdll replicated release
sv_deadtalk false	Dead players can speak (voice, text) to the living	gamedll clientdll notify replicated release commandline_enforced
sv_debug_client_not_in_pvs false	If set, draw failed client PVS checks with red box	gamedll cheat
sv_debug_overlays_bandwidth 65536	Broadcast server debug overlays traffic	release
sv_debug_overlays_broadcast false	Broadcast server debug overlays	notify cheat release
sv_debug_player_use 0	Visualizes +use logic. Green cross=trace success, Red cross=trace too far, Green box=radius success	developmentonly gamedll clientdll replicated defensive
sv_debugroundstats false		developmentonly gamedll
sv_deltaticks_enforce 2	By default, player must ack delta ticks in order. How to enforce it: 2 = kick all clients, 1 = kick only TV clients, 0 = do not kick.	release
sv_deltaticks_log 2	Whether diagnostic logging is enabled when clients ack delta ticks out of order. Policy: 2 = log all out of order acks, 1 = log only when disconnect is triggered, 0 = do not log.	release
sv_dev_damage_use_netvars true	Whether we should use network vars (true) or legacy messages (false).	developmentonly gamedll clientdll replicated
sv_dev_entitydeltapadding_extra_max 0	When encoding entity deltas, append on a random number of extra bytes. This happens after sv_dev_entitydeltapadding_min_size.	developmentonly defensive
sv_dev_entitydeltapadding_extra_min 0	When encoding entity deltas, append on a random number of extra bytes. This happens after sv_dev_entitydeltapadding_min_size.	developmentonly defensive
sv_dev_entitydeltapadding_min_size 0	When encoding entity deltas, if the delta size is < N bytes, then shove in N dummy bytes. This happens before sv_dev_entitydeltapadding_extra_min/sv_dev_entitydeltapadding_extra_max	developmentonly defensive
sv_disable_immunity_alpha false	If set, clients won't slam the player model render settings each frame for immunity [mod authors use this]	gamedll clientdll replicated release commandline_enforced
sv_disable_observer_interpolation false	Disallow interpolating between observer targets on this server.	gamedll clientdll replicated release
sv_disable_querycache false	debug - disable trace query cache	developmentonly gamedll clientdll replicated cheat
sv_disable_radar 0	0: regular radar; 1: always disabled; 2: disabled in warmup	gamedll clientdll replicated release commandline_enforced
sv_disable_reliable_delta_retransmit true	Assume that a reliable entity delta will be ack'ed and send future deltas relative to the last reliable delta.	developmentonly defensive
sv_disable_teamselect_menu false	Disable teamselect menu on clients	gamedll clientdll replicated release commandline_enforced
sv_disconnected_player_data_hold_time 60	Duration, in seconds, to hold onto the data of disconnected players, for scoreboard display.	gamedll clientdll replicated release
sv_disconnected_players_cleanup_delay 0	Delay between player disconnecting and their corpse getting cleaned up.
Min: 0
Max: 300	gamedll release commandline_enforced
sv_dz_cash_bundle_size 50	Size of a cash bundle	gamedll replicated release
sv_dz_cash_mega_bundle_size 13	Size of a mega cash bundle	gamedll replicated release
sv_dz_contractkill_reward 10	Cash bundles to award for a successful contract kill	gamedll replicated release
sv_dz_hostage_rescue_reward 18	Number of cash bundles to award for rescuing a hostage	gamedll clientdll replicated release
sv_dz_show_enemy_name_scope_range 0.000000		reference
sv_dz_squad_wipe_reward 2	Number of cash bundles to award for eliminating a squad	gamedll clientdll replicated release
sv_early_network_message_processing false	Processes network messages on the server before entities think, instead of at the end of the tick.	developmentonly gamedll
sv_enable_alternate_baselines 1	Allow alternate baseline system, set to 2 for debugging spew.	release
sv_enable_delta_packing true	When enabled, this allows for entity packing to use the property changes for building up the data. This is many times faster, but can be disabled for error checking.	release
sv_enable_donttransmit true	When encoding entity deltas, instead of unreliably deducing explicit deletions, actually send list of existing but not networked entities (dont_transmit list) to each client.	developmentonly
sv_enable_pvs_vis_bits false		developmentonly gamedll
sv_enablebunnyhopping false	Allow player speed to exceed maximum running speed	gamedll clientdll replicated release commandline_enforced
sv_endmatch_item_drop_interval 1.000000	The time between drops on the end match scoreboard	developmentonly gamedll clientdll replicated
sv_endmatch_item_drop_interval_ancient 3.500000	The time between drops on the end match scoreboard for ancient items	developmentonly gamedll clientdll replicated
sv_endmatch_item_drop_interval_legendary 2.000000	The time between drops on the end match scoreboard for legendary items	developmentonly gamedll clientdll replicated
sv_endmatch_item_drop_interval_mythical 1.250000	The time between drops on the end match scoreboard for mythical items	developmentonly gamedll clientdll replicated
sv_endmatch_item_drop_interval_rare 1.000000	The time between drops on the end match scoreboard for rare items	developmentonly gamedll clientdll replicated
sv_ent_showonlyhitbox -1		gamedll cheat
sv_ents_write_alarm 0.000000	Print callstack every time CNetworkGameServerBase::WriteEntityUpdate takes more than this amount of milliseconds	release
sv_extra_client_connect_time 15.000000	Seconds after client connect during which extra frames are buffered to prevent non-delta'd update	developmentonly defensive
sv_extract_ammo_from_dropped_weapons false		gamedll clientdll replicated release commandline_enforced
sv_extreme_strafe_accuracy_fishtail 0.000000	Number of degrees of aim 'fishtail' when making an extreme strafe direction change
Min: -5.000000
Max: 5.000000	developmentonly gamedll clientdll replicated
sv_fade_player_visibility_farz false		gamedll clientdll replicated release
sv_falldamage_scale 1.000000		gamedll clientdll replicated release
sv_falldamage_to_below_player_multiplier 1.000000	Scale damage when distributed across two players	gamedll clientdll replicated release commandline_enforced
